observation_url,id,row_id,username,license,license_url,lat,lng,geoprivacy,hotspot,event,observed,country,county,state,municipality,postcode,observation_notes,___Arthropod_group,___Bug_photoshoot,___Arthropod_taxon,___Quantity,___Body_length_(mm),___Developmental_stage,___Activity,___Review_(Admin_Only),___Host_plant_phenology,___Host_plant_species,___Is_the_host_plant_wet_,___Host_plant_photoshoot,___Survey_method,___Time_of_survey,___Survey_duration_(mn),__Host_folivory_type_(pick_all_that_applies),__Weather,____Temperature_(C),____Windspeed__Beaufort_Scale_,___Host_folivory_score,_____Species_ID_confidence_level_(for_set_of_records)_(%),___Humidity_(%),__Track_type,__Sign_of_activity_,___Track_photoshoot,___Curator_s_Notes_(Admin_Only),Image 1,________Expertise_level_(for_this_set_of_records),Image 2
"https://www.anecdata.org/posts/view/218316","218316","526974","kristiandemary","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.439966,-71.1656,"true","","","2023-09-19 17:18:52+0000","United States","Middlesex County","Massachusetts","Somerville",null,"Very small for a Bombus. | Curator's Notes: Identified fly to species. Actually, it's not that small for a Bombus. This one seems to be a worn B. impatiens. Queens and workers are generally similar in their coloring, pubescence, and structure. However, with a body length of 17–23 mm, queens have bigger bodies than males or workers. Workers have bodies 8.5–16 mm long, and males are 12–18 mm long. (Source: Williams, Paul H.; Thorp, Robbin W.; Richardson, Leif L.; Colla, Sheila R. (2014). Bumble Bees of North America: An Identification Guide. Princeton University Press.)","Bees, Wasps, and Sawflies","/img/uploads/posts/_apu_2023-09-19_6509d9153e33c2023-09-19_13-22-45_0_1000013045.jpg","Bombus impatiens","1","11","Adult","Foraging","","Flowers or flower buds // Open flowers // Mature leaf","Solidago (goldenrod)","No","/img/uploads/posts/_apu_2023-09-19_6509d90e795b42023-09-19_13-19-13_0_1695143952745.jpg,/img/uploads/posts/_apu_2023-09-19_6509d910756aa2023-09-19_13-19-26_0_1695143965594.jpg","Area search","","","","","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/218313","218313","526970","saragardner","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.410181,-71.138268,"true","","","2023-09-19 17:12:05+0000","United States","Middlesex County","Massachusetts","Somerville",null,"Curator's Notes: Changed B. griseocolis to B. impatiens.","Bees, Wasps, and Sawflies","/img/uploads/posts/_apu_2023-09-19_6509d71bb2d812023-09-19_13-13-13_0_cdv_photo_009.jpg,/img/uploads/posts/_apu_2023-09-19_6509d71dba37a2023-09-19_13-13-26_0_cdv_photo_010.jpg","Bombus impatiens","1","10","Adult","Foraging","","Flowers or flower buds // Open flowers // Mature leaf","Solidago (goldenrod)","No","/img/uploads/posts/_apu_2023-09-19_6509d71a2d70b2023-09-19_13-12-21_0_cdv_photo_008.jpg","Transect","","","","","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/218312","218312","526969","saragardner","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.427404,-71.017407,"true","","","2023-09-19 17:01:21+0000","United States","Middlesex County","Massachusetts","Somerville",null,"Curator's Notes: Set arthropod to genus. Thinking this is a B. impatiens.","Bees, Wasps, and Sawflies","/img/uploads/posts/_apu_2023-09-19_6509d711333c02023-09-19_13-04-30_0_cdv_photo_003.jpg,/img/uploads/posts/_apu_2023-09-19_6509d713149d42023-09-19_13-04-34_0_cdv_photo_004.jpg","Bombus (bumble bees)","1","9","Adult","Foraging","","Flowers or flower buds // Open flowers // Mature leaf","Eupatorium (thoroughwort)","No","/img/uploads/posts/_apu_2023-09-19_6509d4bce03712023-09-19_13-01-52_0_cdv_photo_001.jpg,/img/uploads/posts/_apu_2023-09-19_6509d70ecd0062023-09-19_13-01-56_0_cdv_photo_002.jpg","Area search","","","","","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/218311","218311","526968","saragardner","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.385981,-71.08523,"true","","","2023-09-19 17:05:54+0000","United States","Middlesex County","Massachusetts","Somerville",null,"Curator's Notes: Reviewed | ND edit: changed taxon name to Lucilia sericata","Flies","/img/uploads/posts/_apu_2023-09-19_6509d66a7435e2023-09-19_13-07-01_0_cdv_photo_006.jpg,/img/uploads/posts/_apu_2023-09-19_6509d66c9b97f2023-09-19_13-07-05_0_cdv_photo_007.jpg","Lucilia sericata","1","7","Adult","Foraging","","Flowers or flower buds // Open flowers // Mature leaf","Eupatorium (thoroughwort)","No","/img/uploads/posts/_apu_2023-09-19_6509d668acdd82023-09-19_13-06-11_0_cdv_photo_005.jpg","Transect","","","","","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/218310","218310","526967","kristiandemary","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.310554,-71.076723,"true","","","2023-09-19 17:06:48+0000","United States","Middlesex County","Massachusetts","Somerville",null,"Curator's Notes: Refined Solidago to Solidago flexicaulis.","Bees, Wasps, and Sawflies","/img/uploads/posts/_apu_2023-09-19_6509d5c483eb82023-09-19_13-09-12_0_1000013022.jpg","Bombus impatiens","3","14","Adult","Foraging","","Flowers or flower buds // Open flowers // Mature leaf","Solidago flexicaulis (zigzag goldenrod)","No","/img/uploads/posts/_apu_2023-09-19_6509d5c1949c32023-09-19_13-07-14_0_1695143234380.jpg,/img/uploads/posts/_apu_2023-09-19_6509d5c359d762023-09-19_13-07-31_0_1695143251373.jpg","Area search","","","","","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/218309","218309","526966","saragardner","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.428134,-71.240133,"true","","","2023-09-11 13:44:19+0000","United States","Middlesex","Massachusetts","Cambridge",null,"Curator's Notes: Added 'Mature leaf' phenology. Identified arthropod to species. Corrected arthropod's developmental phase to nymph from larva..","True Bugs","/img/uploads/posts/_apu_2023-09-19_6509d3e25affb2023-09-11_09-46-18_0_cdv_photo_002.jpg,/img/uploads/posts/_apu_2023-09-19_6509d3e55fe1d2023-09-11_09-46-22_0_cdv_photo_003.jpg","Lygaeus turcicus","57","6","Nymph","Resting","","Mature leaf // Withered","Heliopsis helianthoides (smooth oxeye)","Yes","/img/uploads/posts/_apu_2023-09-11_64ff1a3e27a172023-09-11_09-44-34_0_cdv_photo_001.jpg","Area search","","","","","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/218307","218307","526961","claire_2","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.319676,-71.169211,"true","","","2023-09-19 16:32:37+0000","United States","Middlesex County","Massachusetts","Somerville",null,"Surveyed 2 New England asters with about 50 flower heads.","Bees, Wasps, and Sawflies","/img/uploads/posts/_apu_2023-09-19_6509e8a45e810PXL_20230919_163718358-jpg.jpeg","Agapostemon virescens","1","12","Adult","Foraging","","Flowers or flower buds // Open flowers // Mature leaf","Symphyotrichum novae-angliae (New England aster)","No","","Area search","","10","Hole-feeding // Surface-feeding // Leaf mine presence","Cloudy","22","4 (13-18 mph or 20-28 kmh)","Moderate (11-25%)","90","57","","","","","","",""
"https://www.anecdata.org/posts/view/218307","218307","526962","claire_2","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.319676,-71.169211,"true","","","2023-09-19 16:32:37+0000","United States","Middlesex County","Massachusetts","Somerville",null,"Surveyed 2 New England asters with about 50 flower heads.","Bees, Wasps, and Sawflies","/img/uploads/posts/_apu_2023-09-19_6509e8f2f347ePXL_20230919_163208590-jpg.jpeg","Apis mellifera (honey bee)","3","15","Adult","Foraging","","Flowers or flower buds // Open flowers // Mature leaf","Symphyotrichum novae-angliae (New England aster)","No","","Area search","","10","Hole-feeding // Surface-feeding // Leaf mine presence","Cloudy","22","4 (13-18 mph or 20-28 kmh)","Moderate (11-25%)","90","57","","","","","","",""
"https://www.anecdata.org/posts/view/218307","218307","526963","claire_2","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.319676,-71.169211,"true","","","2023-09-19 16:32:37+0000","United States","Middlesex County","Massachusetts","Somerville",null,"Surveyed 2 New England asters with about 50 flower heads.","Bees, Wasps, and Sawflies","/img/uploads/posts/_apu_2023-09-19_6509e8d8f008dPXL_20230919_163455418-jpg.jpeg","Lasioglossum","2","7","Adult","Foraging","","Flowers or flower buds // Open flowers // Mature leaf","Symphyotrichum novae-angliae (New England aster)","No","","Area search","","10","Hole-feeding // Surface-feeding // Leaf mine presence","Cloudy","22","4 (13-18 mph or 20-28 kmh)","Moderate (11-25%)","90","57","","","","","","",""
"https://www.anecdata.org/posts/view/218307","218307","526964","claire_2","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.319676,-71.169211,"true","","","2023-09-19 16:32:37+0000","United States","Middlesex County","Massachusetts","Somerville",null,"Surveyed 2 New England asters with about 50 flower heads.","Bees, Wasps, and Sawflies","/img/uploads/posts/_apu_2023-09-19_6509e886ec59ePXL_20230919_164059526-jpg.jpeg","Bombus impatiens","1","20","Adult","Foraging","","Flowers or flower buds // Open flowers // Mature leaf","Symphyotrichum novae-angliae (New England aster)","No","","Area search","","10","Hole-feeding // Surface-feeding // Leaf mine presence","Cloudy","22","4 (13-18 mph or 20-28 kmh)","Moderate (11-25%)","90","57","","","","","","",""
"https://www.anecdata.org/posts/view/218306","218306","526960","kristiandemary","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.410432,-71.153876,"true","","","2023-09-19 16:03:49+0000","United States","Middlesex County","Massachusetts","Arlington",null,"Curator's Notes: Corrected host to Helenium autumnale (common sneezeweed) from Helenium X polyphyllum","Bees, Wasps, and Sawflies","/img/uploads/posts/_apu_2023-09-19_6509c6b982af32023-09-19_12-04-36_0_1000013009.jpg,/img/uploads/posts/_apu_2023-09-19_6509c6bb58f322023-09-19_12-04-41_0_1000013008.jpg","Bombus impatiens","1","14","Adult","Foraging","","Flowers or flower buds // Open flowers // Mature leaf","Helenium autumnale (common sneezeweed)","No","/img/uploads/posts/_apu_2023-09-19_6509c6b7bdd512023-09-19_12-04-04_0_1695139443992.jpg","Walking","","","","","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/218305","218305","526958","kristiandemary","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.418468,-71.247007,"true","","","2023-09-19 15:56:17+0000","United States","Middlesex County","Massachusetts","Arlington",null,"Curator's Notes: Set host and fly to binomial/sp.","Flies","/img/uploads/posts/_apu_2023-09-19_6509c5da9a7eb2023-09-19_12-01-20_0_1000013001.jpg","Eristalis transversa","1","12","Adult","Foraging","","Flowers or flower buds // Open flowers // Mature leaf","Symphyotrichum novae-angliae (New England aster)","No","/img/uploads/posts/_apu_2023-09-19_6509c5d98eb7e2023-09-19_11-56-31_0_1695138990872.jpg","Walking","","","","","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/218305","218305","526959","kristiandemary","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.418468,-71.247007,"true","","","2023-09-19 15:56:17+0000","United States","Middlesex County","Massachusetts","Arlington",null,"Curator's Notes: Set host and fly to binomial/sp.","Bees, Wasps, and Sawflies","/img/uploads/posts/_apu_2023-09-19_6509c5dbdcbf42023-09-19_11-59-07_0_1000013004.jpg","Bombus impatiens","1","12","Adult","Foraging","","Flowers or flower buds // Open flowers // Mature leaf","Symphyotrichum novae-angliae (New England aster)","No","/img/uploads/posts/_apu_2023-09-19_6509c5d98eb7e2023-09-19_11-56-31_0_1695138990872.jpg","Walking","","","","","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/218304","218304","526956","kristiandemary","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.445782,-71.253598,"true","","","2023-09-19 15:48:24+0000","United States","Middlesex County","Massachusetts","Arlington",null,"Curator's Notes: Set host to binomial/sp.","Bees, Wasps, and Sawflies","/img/uploads/posts/_apu_2023-09-19_6509c3c2bc7e82023-09-19_11-49-56_0_1000012984.jpg","Apis mellifera (honey bee)","9","12","Adult","Foraging","","Flowers or flower buds // Open flowers // Mature leaf","Symphyotrichum novae-angliae (New England aster)","No","/img/uploads/posts/_apu_2023-09-19_6509c3c188ddf2023-09-19_11-48-41_0_1695138520299.jpg","Walking","","","","","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/218304","218304","526957","kristiandemary","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.445782,-71.253598,"true","","","2023-09-19 15:48:24+0000","United States","Middlesex County","Massachusetts","Arlington",null,"Curator's Notes: Set host to binomial/sp.","Bees, Wasps, and Sawflies","/img/uploads/posts/_apu_2023-09-19_6509c3c4062d62023-09-19_11-51-46_0_1000012986.jpg","Bombus impatiens","1","14","Adult","Foraging","","Flowers or flower buds // Open flowers // Mature leaf","Symphyotrichum novae-angliae (New England aster)","No","/img/uploads/posts/_apu_2023-09-19_6509c3c188ddf2023-09-19_11-48-41_0_1695138520299.jpg","Walking","","","","","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/218295","218295","526941","claire_2","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.35373,-71.023843,"true","","","2023-09-19 12:21:39+0000","United States","Middlesex County","Massachusetts","Somerville",null,"Surveyed (one quick pass through) ~ 10 flowers on one stem. Bees are soaked, starting to forage slowly.","Bees, Wasps, and Sawflies","/img/uploads/posts/_apu_2023-09-19_6509974d87787PXL_20230919_120355980-jpg.jpeg","Bombus impatiens","1","14","Adult","Foraging","","Flowers or flower buds // Open flowers // Fruiting // Mature leaf","Helenium autumnale (common sneezeweed)","No","","Transect","","","","","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/218207","218207","526304","kalpanaguttman","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.255515,-71.191039,"true","","","2023-09-17 19:00:02+0000","United States","Middlesex County","Massachusetts","Newton",null,"Curator's Notes: Reviewed.","Bees, Wasps, and Sawflies","/img/uploads/posts/_apu_2023-09-17_65074e191d1d52023-09-17_15-04-00_0_cdv_photo_002.jpg","Apis mellifera (honey bee)","6","15","Adult","Foraging","","Flowers or flower buds // Open flowers // Fruiting // Mature leaf","Allium (onion)","No","/img/uploads/posts/_apu_2023-09-17_65074e12c89f42023-09-17_15-02-07_0_cdv_photo_001.jpg","Area search","","","","","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/218184","218184","526269","claire_2","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.39027,-71.471899,"true","","","2023-09-17 17:52:20+0000","United States","Middlesex County","Massachusetts","Concord","`01742","","Bees, Wasps, and Sawflies","/img/uploads/posts/_apu_2023-09-17_65073dfc158bc2023-09-17_13-56-43_0_1000024754.jpg","Bombus impatiens","1","14","Adult","Foraging","","Flowers or flower buds // Open flowers // Mature leaf","Symphyotrichum lateriflorum (calico aster)","No","/img/uploads/posts/_apu_2023-09-17_65073df1d27172023-09-17_13-53-55_0_1000024740.jpg,/img/uploads/posts/_apu_2023-09-17_65073df7077f22023-09-17_13-53-59_0_1000024746.jpg","Incidental","","","","","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/218118","218118","525648","claire_2","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.397576,-71.097311,"true","","","2023-09-16 14:40:16+0000","United States","Middlesex County","Massachusetts","Somerville",null,"Goldenrod might be a tall or Canada goldenrod. iNat session records at https://tinyurl.com/mubwn783. TODO: Inform Anecdata its taxonomy is missing Ancistrocerus adiabatus.","Beetles","/img/uploads/posts/_apu_2023-09-16_6505c23d7efb0PXL_20230916_143843466-jpg.jpeg","Megacyllene robiniae (locust borer)","1","20","Adult","Feeding","","Flowers or flower buds // Open flowers // Fruiting // Mature leaf","Solidago (goldenrod)","Yes","/img/uploads/posts/_apu_2023-09-16_6505c059150fc2023-09-16_10-41-54_0_1000024697.jpg","Area search","","7","Surface-feeding","Cloudy","16","5 (19-24 mph or 29-38 kmh)","Trace (1-5%)","99","71","","","","","","",""
"https://www.anecdata.org/posts/view/218118","218118","525649","claire_2","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.397576,-71.097311,"true","","","2023-09-16 14:40:16+0000","United States","Middlesex County","Massachusetts","Somerville",null,"Goldenrod might be a tall or Canada goldenrod. iNat session records at https://tinyurl.com/mubwn783. TODO: Inform Anecdata its taxonomy is missing Ancistrocerus adiabatus.","Bees, Wasps, and Sawflies","/img/uploads/posts/_apu_2023-09-16_6505c1e903621PXL_20230916_143905606-jpg.jpeg","Apis mellifera (honey bee)","1","15","Adult","Resting","","Flowers or flower buds // Open flowers // Fruiting // Mature leaf","Solidago (goldenrod)","Yes","/img/uploads/posts/_apu_2023-09-16_6505c059150fc2023-09-16_10-41-54_0_1000024697.jpg","Area search","","7","Surface-feeding","Cloudy","16","5 (19-24 mph or 29-38 kmh)","Trace (1-5%)","99","71","","","","","","",""
"https://www.anecdata.org/posts/view/218118","218118","525650","claire_2","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.397576,-71.097311,"true","","","2023-09-16 14:40:16+0000","United States","Middlesex County","Massachusetts","Somerville",null,"Goldenrod might be a tall or Canada goldenrod. iNat session records at https://tinyurl.com/mubwn783. TODO: Inform Anecdata its taxonomy is missing Ancistrocerus adiabatus.","Bees, Wasps, and Sawflies","/img/uploads/posts/_apu_2023-09-16_6505c19d4a445PXL_20230916_144754182-jpg.jpeg","Bombus impatiens","28","14","Adult","Foraging","","Flowers or flower buds // Open flowers // Fruiting // Mature leaf","Solidago (goldenrod)","Yes","/img/uploads/posts/_apu_2023-09-16_6505c059150fc2023-09-16_10-41-54_0_1000024697.jpg","Area search","","7","Surface-feeding","Cloudy","16","5 (19-24 mph or 29-38 kmh)","Trace (1-5%)","99","71","","","","","","",""
"https://www.anecdata.org/posts/view/218118","218118","525651","claire_2","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.397576,-71.097311,"true","","","2023-09-16 14:40:16+0000","United States","Middlesex County","Massachusetts","Somerville",null,"Goldenrod might be a tall or Canada goldenrod. iNat session records at https://tinyurl.com/mubwn783. TODO: Inform Anecdata its taxonomy is missing Ancistrocerus adiabatus.","Bees, Wasps, and Sawflies","/img/uploads/posts/_apu_2023-09-16_6505c1bdd7d28PXL_20230916_144716522-jpg.jpeg","Bombus impatiens","2","12","Adult","Resting","","Flowers or flower buds // Open flowers // Fruiting // Mature leaf","Solidago (goldenrod)","Yes","/img/uploads/posts/_apu_2023-09-16_6505c059150fc2023-09-16_10-41-54_0_1000024697.jpg","Area search","","7","Surface-feeding","Cloudy","16","5 (19-24 mph or 29-38 kmh)","Trace (1-5%)","99","71","","","","","","",""
"https://www.anecdata.org/posts/view/218118","218118","525652","claire_2","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.397576,-71.097311,"true","","","2023-09-16 14:40:16+0000","United States","Middlesex County","Massachusetts","Somerville",null,"Goldenrod might be a tall or Canada goldenrod. iNat session records at https://tinyurl.com/mubwn783. TODO: Inform Anecdata its taxonomy is missing Ancistrocerus adiabatus.","Bees, Wasps, and Sawflies","/img/uploads/posts/_apu_2023-09-16_6505c16a4e1c2PXL_20230916_144605458-jpg.jpeg","Ancistrocerus adiabatus","1","10","Adult","Feeding","","Flowers or flower buds // Open flowers // Fruiting // Mature leaf","Solidago (goldenrod)","Yes","/img/uploads/posts/_apu_2023-09-16_6505c059150fc2023-09-16_10-41-54_0_1000024697.jpg","Area search","","7","Surface-feeding","Cloudy","16","5 (19-24 mph or 29-38 kmh)","Trace (1-5%)","99","71","","","","","","",""
"https://www.anecdata.org/posts/view/218111","218111","525620","madelynmorris","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.293245,-71.13311,"true","","","2023-09-15 20:35:01+0000","United States","Middlesex County","Massachusetts","Newton",null,"Curator's Notes: Increased the length from to 12mm (from 5 mm). Set host and arthropod to binomial/sp. TODO: Inform Anecdata its taxonomy is missing Monarda punctata (and rather lists many of its spp.).","Bees, Wasps, and Sawflies","/img/uploads/posts/_apu_2023-09-16_6505aea7951a52023-09-15_16-37-51_0_cdv_photo_009.jpg","Bombus impatiens","1","12","Adult","Foraging","","Flowers or flower buds // Open flowers // Fruiting // Mature leaf","Monarda punctata","No","/img/uploads/posts/_apu_2023-09-15_6504c11c90b812023-09-15_16-36-28_0_cdv_photo_008.jpg","Walking","","","","","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/218072","218072","525463","claire_2","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.430444,-71.103122,"true","","","2023-09-15 22:02:29+0000","United States","Middlesex County","Massachusetts","Somerville",null,"Imminent storm. A stand of many flowers on about 1 square meter coverage. iNat session records at https://tinyurl.com/24nayu4k. TODO: Inform Anecdata its taxonomy is missing Graphocephala versuta.","Bees, Wasps, and Sawflies","/img/uploads/posts/_apu_2023-09-15_6504d6a8a7ec92023-09-15_18-05-50_0_1000024677.jpg","Bombus impatiens","2","10","Adult","Resting","","Flowers or flower buds // Open flowers // Fruiting // Ripe fruits // Mature leaf","Helenium autumnale (common sneezeweed)","No","","Area search","","10","Hole-feeding // Surface-feeding","Fair","19","3 (8-12 mph or 12-19 kmh)","None","99","57","","","","","","",""
"https://www.anecdata.org/posts/view/218072","218072","525464","claire_2","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.430444,-71.103122,"true","","","2023-09-15 22:02:29+0000","United States","Middlesex County","Massachusetts","Somerville",null,"Imminent storm. A stand of many flowers on about 1 square meter coverage. iNat session records at https://tinyurl.com/24nayu4k. TODO: Inform Anecdata its taxonomy is missing Graphocephala versuta.","Bees, Wasps, and Sawflies","/img/uploads/posts/_apu_2023-09-15_6504d6a9b8ab52023-09-15_18-06-08_0_1000024665.jpg","Bombus impatiens","3","11","Adult","Foraging","","Flowers or flower buds // Open flowers // Fruiting // Ripe fruits // Mature leaf","Helenium autumnale (common sneezeweed)","No","","Area search","","10","Hole-feeding // Surface-feeding","Fair","19","3 (8-12 mph or 12-19 kmh)","None","99","57","","","","","","",""
"https://www.anecdata.org/posts/view/218072","218072","525465","claire_2","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.430444,-71.103122,"true","","","2023-09-15 22:02:29+0000","United States","Middlesex County","Massachusetts","Somerville",null,"Imminent storm. A stand of many flowers on about 1 square meter coverage. iNat session records at https://tinyurl.com/24nayu4k. TODO: Inform Anecdata its taxonomy is missing Graphocephala versuta.","Bees, Wasps, and Sawflies","/img/uploads/posts/_apu_2023-09-15_6504d6aad5f5c2023-09-15_18-06-46_0_1000024674.jpg","Bombus impatiens","3","13","Adult","Foraging","","Flowers or flower buds // Open flowers // Fruiting // Ripe fruits // Mature leaf","Helenium autumnale (common sneezeweed)","No","","Area search","","10","Hole-feeding // Surface-feeding","Fair","19","3 (8-12 mph or 12-19 kmh)","None","99","57","","","","","","",""
"https://www.anecdata.org/posts/view/218072","218072","525466","claire_2","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.430444,-71.103122,"true","","","2023-09-15 22:02:29+0000","United States","Middlesex County","Massachusetts","Somerville",null,"Imminent storm. A stand of many flowers on about 1 square meter coverage. iNat session records at https://tinyurl.com/24nayu4k. TODO: Inform Anecdata its taxonomy is missing Graphocephala versuta.","Cicadas, Leafhoppers, and Treehoppers","/img/uploads/posts/_apu_2023-09-15_6504d6ac40a4f2023-09-15_18-08-30_0_1000024678.jpg","Graphocephala versuta","1","4","Adult","Vigilant","","Flowers or flower buds // Open flowers // Fruiting // Ripe fruits // Mature leaf","Helenium autumnale (common sneezeweed)","No","","Area search","","10","Hole-feeding // Surface-feeding","Fair","19","3 (8-12 mph or 12-19 kmh)","None","99","57","","","","","","",""
"https://www.anecdata.org/posts/view/218065","218065","525456","madelynmorris","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.337659,-71.123578,"true","","","2023-09-15 20:27:03+0000","United States","Middlesex County","Massachusetts","Newton",null,"Curator's Notes: Reaxed host from spp to sp. Identified arthropod to species. Increased length from 2 mm to 14 mm (estimated based on the flower).","Bees, Wasps, and Sawflies","/img/uploads/posts/_apu_2023-09-15_6504bfeda382c2023-09-15_16-29-32_0_cdv_photo_007.jpg","Bombus impatiens","1","14","Adult","Foraging","","Flowers or flower buds // Open flowers // Fruiting // Mature leaf","Lobelia siphilitica (great blue lobelia)","No","","Walking","","","","","","","","","","","","","","/img/uploads/posts/_apu_2023-09-15_6504bfe6cf1482023-09-15_16-27-29_0_cdv_photo_006.jpg","",""
"https://www.anecdata.org/posts/view/218052","218052","525409","claire_2","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.41898,-71.045316,"true","","","2023-09-15 17:25:35+0000","United States","Middlesex County","Massachusetts","Somerville",null,"About 1 square meter of freshly opened open flowers. iNat session records at https://tinyurl.com/2p9vx9uv.","Flies","/img/uploads/posts/_apu_2023-09-15_6504aa9ee3703PXL_20230915_163936627-jpg.jpeg","Eristalis transversa","1","12","Adult","Feeding","","Flowers or flower buds // Open flowers // Mature leaf","Symphyotrichum novae-angliae (New England aster)","No","","Area search","","10","Hole-feeding // Surface-feeding","Partly/mostly cloudy","21","4 (13-18 mph or 20-28 kmh)","Trace (1-5%)","90","51","","","","","","",""
"https://www.anecdata.org/posts/view/218052","218052","525410","claire_2","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.41898,-71.045316,"true","","","2023-09-15 17:25:35+0000","United States","Middlesex County","Massachusetts","Somerville",null,"About 1 square meter of freshly opened open flowers. iNat session records at https://tinyurl.com/2p9vx9uv.","Bees, Wasps, and Sawflies","/img/uploads/posts/_apu_2023-09-15_6504a9f17dd2bPXL_20230915_165401069-jpg.jpeg","Agapostemon","1","11","Adult","Foraging","","Flowers or flower buds // Open flowers // Mature leaf","Symphyotrichum novae-angliae (New England aster)","No","","Area search","","10","Hole-feeding // Surface-feeding","Partly/mostly cloudy","21","4 (13-18 mph or 20-28 kmh)","Trace (1-5%)","90","51","","","","","","",""
"https://www.anecdata.org/posts/view/218052","218052","525411","claire_2","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.41898,-71.045316,"true","","","2023-09-15 17:25:35+0000","United States","Middlesex County","Massachusetts","Somerville",null,"About 1 square meter of freshly opened open flowers. iNat session records at https://tinyurl.com/2p9vx9uv.","Bees, Wasps, and Sawflies","/img/uploads/posts/_apu_2023-09-15_6504ab223aed8PXL_20230915_165418190-jpg.jpeg","Apis mellifera (honey bee)","16","15","Adult","Foraging","","Flowers or flower buds // Open flowers // Mature leaf","Symphyotrichum novae-angliae (New England aster)","No","","Area search","","10","Hole-feeding // Surface-feeding","Partly/mostly cloudy","21","4 (13-18 mph or 20-28 kmh)","Trace (1-5%)","90","51","","","","","","",""
