observation_url,id,row_id,username,license,license_url,lat,lng,geoprivacy,hotspot,event,observed,country,county,state,municipality,postcode,observation_notes,___Survey_method,___Time_of_survey,___Is_the_host_plant_wet_,___Host_plant_photoshoot,___Host_plant_species,___Host_plant_phenology,___Arthropod_group,___Bug_photoshoot,___Arthropod_taxon,___Quantity,___Body_length_(mm),___Developmental_stage,___Activity,___Review_(Admin_Only),___Survey_duration_(mn),__Host_folivory_type_(pick_all_that_applies),__Weather,____Temperature_(C),____Windspeed__Beaufort_Scale_,___Host_folivory_score,_____Species_ID_confidence_level_(for_set_of_records)_(%),___Humidity_(%),___Trapping_method,__Track_type,__Sign_of_activity_,___Track_photoshoot
"https://www.anecdata.org/posts/view/264977","264977","610736","kristiandemary","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.34763,-71.225035,"true","","","2024-06-16 11:42:35+0000","United States","Middlesex County","Massachusetts","Arlington",null,"","Area search","","No","/img/uploads/posts/2024-06-16/_apu_2024-06-16_1718552892_1000029885-1718552568472-jpeg-1.jpeg","Coreopsis lanceolata (lanceleaf tickseed)","Flowers or flower buds // Open flowers // Mature leaf","Bees, Wasps, and Sawflies","/img/uploads/posts/2024-06-16/_apu_2024-06-16_1718552895_1000029873-1718552693224-jpeg-1.jpeg","Agapostemon virescens","1","7","Adult","Foraging","","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/264977","264977","610737","kristiandemary","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.34763,-71.225035,"true","","","2024-06-16 11:42:35+0000","United States","Middlesex County","Massachusetts","Arlington",null,"","Area search","","No","/img/uploads/posts/2024-06-16/_apu_2024-06-16_1718552892_1000029885-1718552568472-jpeg-1.jpeg","Coreopsis lanceolata (lanceleaf tickseed)","Flowers or flower buds // Open flowers // Mature leaf","Flies","/img/uploads/posts/2024-06-16/_apu_2024-06-16_1718552896_1000029875-1718552759015-jpeg-1.jpeg","Lucilia","1","5","Adult","Resting","","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/264977","264977","610738","kristiandemary","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.34763,-71.225035,"true","","","2024-06-16 11:42:35+0000","United States","Middlesex County","Massachusetts","Arlington",null,"","Area search","","No","/img/uploads/posts/2024-06-16/_apu_2024-06-16_1718552892_1000029885-1718552568472-jpeg-1.jpeg","Coreopsis lanceolata (lanceleaf tickseed)","Flowers or flower buds // Open flowers // Mature leaf","Bees, Wasps, and Sawflies","/img/uploads/posts/2024-06-16/_apu_2024-06-16_1718552897_1000029880-1718552813946-jpeg-1.jpeg,/img/uploads/posts/2024-06-16/_apu_2024-06-16_1718552898_1000029879-1718552815207-jpeg-1.jpeg","Halictus","1","6","Adult","Foraging","","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/264950","264950","610701","claire_2","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.348913,-71.025153,"true","","","2024-06-16 10:28:00+0000","United States","Middlesex County","Massachusetts","Somerville",null,"Bombus might be B. Impatiens / EwA iNat records at https://tinyurl.com/47srfkx9","Area search","","No","","Penstemon digitalis (talus slope penstemon)","Flowers or flower buds // Open flowers // Mature leaf","Bees, Wasps, and Sawflies","/img/uploads/posts/2024-06-16/_apu_2024-06-16_666ec48219b80PXL_20240616_102917818-jpg.jpeg,/img/uploads/posts/2024-06-16/_apu_2024-06-16_666ec493ae8e7PXL_20240616_102909611-jpg.jpeg","Bombus (bumble bees)","1","14","Adult","Foraging","","7","No sign of folivory","Sunny","13","2 (4-7 mph or 6-11 kmh)","None","80","67","","","",""
"https://www.anecdata.org/posts/view/264950","264950","610702","claire_2","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.348913,-71.025153,"true","","","2024-06-16 10:28:00+0000","United States","Middlesex County","Massachusetts","Somerville",null,"Bombus might be B. Impatiens / EwA iNat records at https://tinyurl.com/47srfkx9","Area search","","No","","Penstemon digitalis (talus slope penstemon)","Flowers or flower buds // Open flowers // Mature leaf","True Bugs","/img/uploads/posts/2024-06-16/_apu_2024-06-16_666ec4c99cdc9PXL_20240616_103006047-jpg.jpeg","Miridae (jumping tree bugs)","1","3","Adult","Resting","","7","No sign of folivory","Sunny","13","2 (4-7 mph or 6-11 kmh)","None","80","67","","","",""
"https://www.anecdata.org/posts/view/264935","264935","610660","felixflax","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.229884,-71.271368,"true","","","2024-06-15 16:00:38+0000","United States","Middlesex County","Massachusetts","Newton",null,"","Area search","","No","/img/uploads/posts/2024-06-15/_apu_2024-06-15_1718481919_JPEG_20240615_160046_7801857467387832657-jpg-1.jpeg","Quercus (oak)","Mature leaf","Unidentified","","","1","","","","","","","","","","","","","","Gall","No","/img/uploads/posts/2024-06-15/_apu_2024-06-15_1718481923_JPEG_20240615_160140_283801184170619892-jpg-1.jpeg"
"https://www.anecdata.org/posts/view/264935","264935","610661","felixflax","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.229884,-71.271368,"true","","","2024-06-15 16:00:38+0000","United States","Middlesex County","Massachusetts","Newton",null,"","Area search","","No","/img/uploads/posts/2024-06-15/_apu_2024-06-15_1718481919_JPEG_20240615_160046_7801857467387832657-jpg-1.jpeg","Quercus (oak)","Mature leaf","Unidentified","","","3","","","","","","","","","","","","","","Leafminer","No","/img/uploads/posts/2024-06-15/_apu_2024-06-15_1718481932_JPEG_20240615_160217_9130874028160822641-jpg-1.jpeg"
"https://www.anecdata.org/posts/view/264899","264899","610599","claire_2","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.47997,-71.03973,"true","","","2024-06-15 14:17:57+0000","United States","Middlesex County","Massachusetts","Somerville",null,"","Area search","","No","","Stachys byzantina (woolly hedgenettle)","Flowers or flower buds // Open flowers // Mature leaf","Bees, Wasps, and Sawflies","/img/uploads/posts/2024-06-15/_apu_2024-06-15_1718475818_741129986-1718475641958-jpeg-1.jpeg","Anthidium manicatum","1","12","Adult","Foraging","","10","No sign of folivory","Sunny","24","4 (13-18 mph or 20-28 kmh)","None","80","30","","","",""
"https://www.anecdata.org/posts/view/264899","264899","610600","claire_2","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.47997,-71.03973,"true","","","2024-06-15 14:17:57+0000","United States","Middlesex County","Massachusetts","Somerville",null,"","Area search","","No","","Stachys byzantina (woolly hedgenettle)","Flowers or flower buds // Open flowers // Mature leaf","Bees, Wasps, and Sawflies","/img/uploads/posts/2024-06-15/_apu_2024-06-15_1718475820_710113964-1718475779061-jpeg-1.jpeg","Megachile","1","10","Adult","Foraging","","10","No sign of folivory","Sunny","24","4 (13-18 mph or 20-28 kmh)","None","80","30","","","",""
"https://www.anecdata.org/posts/view/264885","264885","610585","sindy","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.415925,-71.169598,"true","","","2024-06-15 10:47:27+0000","United States","Middlesex County","Massachusetts","Stoneham","`02180","","Walking","","No","","","Other - please name or describe: On the floor","Spiders","/img/uploads/posts/2024-06-15/_apu_2024-06-15_1718463040_1000033172-1718462918857-jpeg-1.jpeg,/img/uploads/posts/2024-06-15/_apu_2024-06-15_1718463043_1000033173-1718462919696-jpeg-1.jpeg","","1","15","Adult","","","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/264864","264864","610514","kathleenshea","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.393215,-71.396128,"true","","","2024-06-12 23:48:10+0000","United States","Middlesex County","Massachusetts","Concord","`01742","","Area search","","No","/img/uploads/posts/2024-06-12/_apu_2024-06-12_666a34db420b1pick_1718236363277_1000017479.jpg,/img/uploads/posts/2024-06-12/_apu_2024-06-12_666a34df3a071pick_1718236366438_1000017480.jpg,/img/uploads/posts/2024-06-15/_apu_2024-06-15_666d070edea26pick_1718236369698_1000017482.jpg","Tsuga canadensis (Canada hemlock)","Fruiting // Mature leaf","","","Adelges tsugae","","","","","Reviewed (CO): Reset to text input Adelges tsugae. The sp is missing from Anecdata's taxonomy.","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/264830","264830","610429","kristiandemary","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.446297,-71.23167,"true","","","2024-06-14 12:15:25+0000","United States","Middlesex County","Massachusetts","Arlington",null,"","Area search","","No","/img/uploads/posts/2024-06-14/_apu_2024-06-14_1718382040_1000029607-1718381740899-jpeg-1.jpeg","Erigeron (daisy)","Flowers or flower buds // Open flowers // Mature leaf","Beetles","/img/uploads/posts/2024-06-14/_apu_2024-06-14_1718382040_1000029605-1718381876765-jpeg-1.jpeg","Harmonia","2","6","Adult","Resting","","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/264830","264830","610430","kristiandemary","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.446297,-71.23167,"true","","","2024-06-14 12:15:25+0000","United States","Middlesex County","Massachusetts","Arlington",null,"","Area search","","No","/img/uploads/posts/2024-06-14/_apu_2024-06-14_1718382040_1000029607-1718381740899-jpeg-1.jpeg","Erigeron (daisy)","Flowers or flower buds // Open flowers // Mature leaf","Bees, Wasps, and Sawflies","/img/uploads/posts/2024-06-14/_apu_2024-06-14_1718382042_1000029618-1718381931613-jpeg-1.jpeg","Ceratina","3","4","Adult","Feeding","","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/264830","264830","610431","kristiandemary","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.446297,-71.23167,"true","","","2024-06-14 12:15:25+0000","United States","Middlesex County","Massachusetts","Arlington",null,"","Area search","","No","/img/uploads/posts/2024-06-14/_apu_2024-06-14_1718382040_1000029607-1718381740899-jpeg-1.jpeg","Erigeron (daisy)","Flowers or flower buds // Open flowers // Mature leaf","Flies","/img/uploads/posts/2024-06-14/_apu_2024-06-14_1718382043_1000029624-1718381993111-jpeg-1.jpeg,/img/uploads/posts/2024-06-14/_apu_2024-06-14_1718382043_1000029625-1718381994350-jpeg-1.jpeg","Toxomerus","1","4","Adult","Feeding","","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/264827","264827","610426","kristiandemary","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.337406,-71.171522,"true","","","2024-06-14 12:11:50+0000","United States","Middlesex County","Massachusetts","Arlington",null,"two were mating, the others were moving","Area search","","No","/img/uploads/posts/2024-06-14/_apu_2024-06-14_1718381652_1000029629-1718381528982-jpeg-1.jpeg","Asclepias syriaca (common milkweed)","Flowers or flower buds // Mature leaf","True Bugs","/img/uploads/posts/2024-06-14/_apu_2024-06-14_1718381653_1000029634-1718381571402-jpeg-1.jpeg","Cosmopepla lintneriana","6","4","Adult","Mating","","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/264820","264820","610419","amandahagen","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.36344,-71.08966,"true","","","2024-06-14 11:13:16+0000","United States","Suffolk County","Massachusetts","Boston",null,"","Incidental","","No","/img/uploads/posts/2024-06-14/_apu_2024-06-14_1718378110_photo-12-jpg-1.jpeg,/img/uploads/posts/2024-06-14/_apu_2024-06-14_1718378116_photo-13-jpg-1.jpeg","Quercus rubra (northern red oak)","Mature leaf","Beetles","/img/uploads/posts/2024-06-14/_apu_2024-06-14_1718378122_photo-14-jpg-1.jpeg,/img/uploads/posts/2024-06-14/_apu_2024-06-14_1718378130_photo-15-jpg-1.jpeg","Mordellidae (tumbling flower beetles)","1","4","Adult","Vigilant","Sp. ID in progress: CO-N: Added developmental phase (adult) + activity (vigilant: these guys move around quite a bit when disturbed)","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/264819","264819","610418","sindy","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.361328,-71.031028,"true","","","2024-06-14 10:55:42+0000","United States","Middlesex County","Massachusetts","Winchester","`01890","Lady bug","Incidental","","No","","Quercus rubra (northern red oak)","Fruiting // Mature leaf","Beetles","/img/uploads/posts/2024-06-14/_apu_2024-06-14_1718378126_1000032974-1718377993808-jpeg-1.jpeg","Harmonia axyridis","1","6","Adult","Moving","Reviewed (CO)","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/264816","264816","610415","amandahagen","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.487074,-71.220415,"true","","","2024-06-14 10:51:55+0000","United States","Middlesex County","Massachusetts","Winchester","`01890","","Incidental","","No","/img/uploads/posts/2024-06-14/_apu_2024-06-14_1718377234_photo-8-jpg-1.jpeg,/img/uploads/posts/2024-06-14/_apu_2024-06-14_1718377241_photo-9-jpg-1.jpeg","Hamamelis virginiana (American witchhazel)","Flowers or flower buds // Mature leaf","Beetles","/img/uploads/posts/2024-06-14/_apu_2024-06-14_1718377246_photo-6-jpg-1.jpeg,/img/uploads/posts/2024-06-14/_apu_2024-06-14_1718377252_photo-7-jpg-1.jpeg","Elateridae (click beetles)","1","12","Adult","Resting","","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/264799","264799","610392","felixflax","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.286626,-71.241156,"true","","","2024-06-14 09:52:58+0000","United States","Middlesex County","Massachusetts","Newton",null,"I couldn't really tell where one plant ended and another began so I'm counting them all as one observation","Area search","","No","/img/uploads/posts/2024-06-14/_apu_2024-06-14_1718374007_1000002858-1718373194061-jpeg-1.jpeg","Leucanthemum (daisy)","Open flowers","Beetles","/img/uploads/posts/2024-06-14/_apu_2024-06-14_1718374011_1000002856-1718373237052-jpeg-1.jpeg,/img/uploads/posts/2024-06-14/_apu_2024-06-14_1718374013_1000002857-1718373237704-jpeg-1.jpeg","","1","8","Adult","Resting","","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/264799","264799","610393","felixflax","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.286626,-71.241156,"true","","","2024-06-14 09:52:58+0000","United States","Middlesex County","Massachusetts","Newton",null,"I couldn't really tell where one plant ended and another began so I'm counting them all as one observation","Area search","","No","/img/uploads/posts/2024-06-14/_apu_2024-06-14_1718374007_1000002858-1718373194061-jpeg-1.jpeg","Leucanthemum (daisy)","Open flowers","True Bugs","/img/uploads/posts/2024-06-14/_apu_2024-06-14_1718374016_JPEG_20240614_095506_1450414093394697303-jpg-1.jpeg","","1","7","","","","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/264799","264799","610394","felixflax","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.286626,-71.241156,"true","","","2024-06-14 09:52:58+0000","United States","Middlesex County","Massachusetts","Newton",null,"I couldn't really tell where one plant ended and another began so I'm counting them all as one observation","Area search","","No","/img/uploads/posts/2024-06-14/_apu_2024-06-14_1718374007_1000002858-1718373194061-jpeg-1.jpeg","Leucanthemum (daisy)","Open flowers","Cicadas, Leafhoppers, and Treehoppers","/img/uploads/posts/2024-06-14/_apu_2024-06-14_1718374018_JPEG_20240614_095604_274781579399791384-jpg-1.jpeg","","1","7","","","","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/264799","264799","610395","felixflax","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.286626,-71.241156,"true","","","2024-06-14 09:52:58+0000","United States","Middlesex County","Massachusetts","Newton",null,"I couldn't really tell where one plant ended and another began so I'm counting them all as one observation","Area search","","No","/img/uploads/posts/2024-06-14/_apu_2024-06-14_1718374007_1000002858-1718373194061-jpeg-1.jpeg","Leucanthemum (daisy)","Open flowers","True Bugs","/img/uploads/posts/2024-06-14/_apu_2024-06-14_1718374021_JPEG_20240614_095803_6043889974774868946-jpg-1.jpeg","","1","6","","Moving","","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/264799","264799","610396","felixflax","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.286626,-71.241156,"true","","","2024-06-14 09:52:58+0000","United States","Middlesex County","Massachusetts","Newton",null,"I couldn't really tell where one plant ended and another began so I'm counting them all as one observation","Area search","","No","/img/uploads/posts/2024-06-14/_apu_2024-06-14_1718374007_1000002858-1718373194061-jpeg-1.jpeg","Leucanthemum (daisy)","Open flowers","Spiders","/img/uploads/posts/2024-06-14/_apu_2024-06-14_1718374028_JPEG_20240614_095852_4976194058719215066-jpg-1.jpeg","","1","6","","Vigilant","","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/264799","264799","610397","felixflax","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.286626,-71.241156,"true","","","2024-06-14 09:52:58+0000","United States","Middlesex County","Massachusetts","Newton",null,"I couldn't really tell where one plant ended and another began so I'm counting them all as one observation","Area search","","No","/img/uploads/posts/2024-06-14/_apu_2024-06-14_1718374007_1000002858-1718373194061-jpeg-1.jpeg","Leucanthemum (daisy)","Open flowers","Flies","/img/uploads/posts/2024-06-14/_apu_2024-06-14_1718374032_JPEG_20240614_100005_4828058963014069772-jpg-1.jpeg","","1","8","Adult","Foraging","","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/264799","264799","610398","felixflax","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.286626,-71.241156,"true","","","2024-06-14 09:52:58+0000","United States","Middlesex County","Massachusetts","Newton",null,"I couldn't really tell where one plant ended and another began so I'm counting them all as one observation","Area search","","No","/img/uploads/posts/2024-06-14/_apu_2024-06-14_1718374007_1000002858-1718373194061-jpeg-1.jpeg","Leucanthemum (daisy)","Open flowers","Bees, Wasps, and Sawflies","/img/uploads/posts/2024-06-14/_apu_2024-06-14_1718374035_JPEG_20240614_100356_7530614989476122567-jpg-1.jpeg","","1","14","Adult","Foraging","","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/264796","264796","610386","kristiandemary","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.339507,-71.104221,"true","","","2024-06-14 09:42:01+0000","United States","Middlesex County","Massachusetts","Arlington",null,"","Area search","","No","/img/uploads/posts/2024-06-14/_apu_2024-06-14_1718372880_1000029571-1718372534978-jpeg-1.jpeg","Coreopsis lanceolata (lanceleaf tickseed)","Flowers or flower buds // Open flowers // Mature leaf","Flies","/img/uploads/posts/2024-06-14/_apu_2024-06-14_1718372881_1000029575-1718372677612-jpeg-1.jpeg","Toxomerus","1","4","Adult","Feeding","","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/264796","264796","610387","kristiandemary","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.339507,-71.104221,"true","","","2024-06-14 09:42:01+0000","United States","Middlesex County","Massachusetts","Arlington",null,"","Area search","","No","/img/uploads/posts/2024-06-14/_apu_2024-06-14_1718372880_1000029571-1718372534978-jpeg-1.jpeg","Coreopsis lanceolata (lanceleaf tickseed)","Flowers or flower buds // Open flowers // Mature leaf","Bees, Wasps, and Sawflies","/img/uploads/posts/2024-06-14/_apu_2024-06-14_1718372882_1000029583-1718372723975-jpeg-1.jpeg","Apis mellifera (honey bee)","1","14","Adult","Foraging","","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/264796","264796","610388","kristiandemary","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.339507,-71.104221,"true","","","2024-06-14 09:42:01+0000","United States","Middlesex County","Massachusetts","Arlington",null,"","Area search","","No","/img/uploads/posts/2024-06-14/_apu_2024-06-14_1718372880_1000029571-1718372534978-jpeg-1.jpeg","Coreopsis lanceolata (lanceleaf tickseed)","Flowers or flower buds // Open flowers // Mature leaf","Bees, Wasps, and Sawflies","/img/uploads/posts/2024-06-14/_apu_2024-06-14_1718372884_1000029562-1718372775745-jpeg-1.jpeg,/img/uploads/posts/2024-06-14/_apu_2024-06-14_1718372886_1000029560-1718372776788-jpeg-1.jpeg","Agapostemon virescens","1","7","Adult","Foraging","","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/264796","264796","610389","kristiandemary","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.339507,-71.104221,"true","","","2024-06-14 09:42:01+0000","United States","Middlesex County","Massachusetts","Arlington",null,"","Area search","","No","/img/uploads/posts/2024-06-14/_apu_2024-06-14_1718372880_1000029571-1718372534978-jpeg-1.jpeg","Coreopsis lanceolata (lanceleaf tickseed)","Flowers or flower buds // Open flowers // Mature leaf","Bees, Wasps, and Sawflies","/img/uploads/posts/2024-06-14/_apu_2024-06-14_1718372887_1000029578-1718372839636-jpeg-1.jpeg","Hylaeus","1","5","Adult","Feeding","","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/264786","264786","610375","felixflax","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.246171,-71.19339,"true","","","2024-06-14 08:58:58+0000","United States","Middlesex County","Massachusetts","Newton",null,"","Walking","","No","/img/uploads/posts/2024-06-14/_apu_2024-06-14_1718370336_JPEG_20240614_085902_6462196703058459645-jpg-1.jpeg","Viburnum (viburnum)","Flowers or flower buds // Open flowers // Mature leaf","Bees, Wasps, and Sawflies","/img/uploads/posts/2024-06-14/_apu_2024-06-14_1718370342_JPEG_20240614_085926_3765280512917722889-jpg-1.jpeg,/img/uploads/posts/2024-06-14/_apu_2024-06-14_1718370349_JPEG_20240614_090040_2868903075151392799-jpg-1.jpeg","Lasioglossum","2","16","Adult","Foraging","","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/264786","264786","610376","felixflax","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.246171,-71.19339,"true","","","2024-06-14 08:58:58+0000","United States","Middlesex County","Massachusetts","Newton",null,"","Walking","","No","/img/uploads/posts/2024-06-14/_apu_2024-06-14_1718370336_JPEG_20240614_085902_6462196703058459645-jpg-1.jpeg","Viburnum (viburnum)","Flowers or flower buds // Open flowers // Mature leaf","Beetles","/img/uploads/posts/2024-06-14/_apu_2024-06-14_1718370354_JPEG_20240614_090346_6947987930429037260-jpg-1.jpeg","","1","4","Adult","Resting","","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/264734","264734","610315","felixflax","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.237234,-71.255501,"true","","","2024-06-13 16:39:07+0000","United States","Middlesex County","Massachusetts","Newton",null,"","Incidental","","No","/img/uploads/posts/2024-06-13/_apu_2024-06-13_1718311315_1000002584-1718311223312-jpeg-1.jpeg","Rosa multiflora (multiflora rose)","Open flowers // Mature leaf","Beetles","/img/uploads/posts/2024-06-13/_apu_2024-06-13_1718311316_JPEG_20240613_163916_5761199792938135208-jpg-1.jpeg,/img/uploads/posts/2024-06-13/_apu_2024-06-13_1718311318_JPEG_20240613_163930_7805353416133763357-jpg-1.jpeg","","2","10","Adult","Moving","","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/264690","264690","610209","kristiandemary","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.480143,-71.156372,"true","","","2024-06-13 11:00:12+0000","United States","Middlesex County","Massachusetts","Arlington",null,"","Area search","","No","/img/uploads/posts/2024-06-13/_apu_2024-06-13_1718291147_1000029462-1718290829972-jpeg-1.jpeg","Coreopsis lanceolata (lanceleaf tickseed)","Flowers or flower buds // Open flowers // Mature leaf","Bees, Wasps, and Sawflies","/img/uploads/posts/2024-06-13/_apu_2024-06-13_1718291148_1000029495-1718290898114-jpeg-1.jpeg","Agapostemon virescens","1","8","Adult","Foraging","","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/264690","264690","610210","kristiandemary","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.480143,-71.156372,"true","","","2024-06-13 11:00:12+0000","United States","Middlesex County","Massachusetts","Arlington",null,"","Area search","","No","/img/uploads/posts/2024-06-13/_apu_2024-06-13_1718291147_1000029462-1718290829972-jpeg-1.jpeg","Coreopsis lanceolata (lanceleaf tickseed)","Flowers or flower buds // Open flowers // Mature leaf","Bees, Wasps, and Sawflies","/img/uploads/posts/2024-06-13/_apu_2024-06-13_1718291148_1000029487-1718290964292-jpeg-1.jpeg","Halictus","1","7","Adult","Foraging","","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/264690","264690","610211","kristiandemary","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.480143,-71.156372,"true","","","2024-06-13 11:00:12+0000","United States","Middlesex County","Massachusetts","Arlington",null,"","Area search","","No","/img/uploads/posts/2024-06-13/_apu_2024-06-13_1718291147_1000029462-1718290829972-jpeg-1.jpeg","Coreopsis lanceolata (lanceleaf tickseed)","Flowers or flower buds // Open flowers // Mature leaf","Bees, Wasps, and Sawflies","/img/uploads/posts/2024-06-13/_apu_2024-06-13_1718291149_1000029488-1718291015703-jpeg-1.jpeg","Hylaeus","1","4","Adult","Moving","","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/264690","264690","610212","kristiandemary","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.480143,-71.156372,"true","","","2024-06-13 11:00:12+0000","United States","Middlesex County","Massachusetts","Arlington",null,"","Area search","","No","/img/uploads/posts/2024-06-13/_apu_2024-06-13_1718291147_1000029462-1718290829972-jpeg-1.jpeg","Coreopsis lanceolata (lanceleaf tickseed)","Flowers or flower buds // Open flowers // Mature leaf","Ants","/img/uploads/posts/2024-06-13/_apu_2024-06-13_1718291150_1000029489-1718291088514-jpeg-1.jpeg","Camponotus","1","8","Adult","Moving","","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/264689","264689","610208","claire_2","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.511607,-71.218417,"true","","","2024-06-13 10:07:20+0000","United States","Middlesex County","Massachusetts","Woburn","`01801","","Incidental","","No","","Quercus ilicifolia (bear oak)","Fruiting // Mature leaf","Bees, Wasps, and Sawflies","","Cynipidae (cynipid gall wasps)","2","","","","","","","","","","","","","","Gall","Yes","/img/uploads/posts/2024-06-13/_apu_2024-06-13_1718287758_1034933935-1718287724015-jpeg-1.jpeg,/img/uploads/posts/2024-06-13/_apu_2024-06-13_1718287760_495454518-1718287724276-jpeg-1.jpeg"
"https://www.anecdata.org/posts/view/264688","264688","610207","dunja","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.429507,-71.185495,"true","","","2024-06-13 10:02:20+0000","United States","Middlesex County","Massachusetts","Woburn","`01801","","Incidental","","No","","Quercus ilicifolia (bear oak)","Fruiting // Mature leaf","Flies","/img/uploads/posts/2024-06-13/_apu_2024-06-13_1718287575_photo-3-jpg-1.jpeg,/img/uploads/posts/2024-06-13/_apu_2024-06-13_1718287576_photo-4-jpg-1.jpeg,/img/uploads/posts/2024-06-13/_apu_2024-06-13_1718287580_photo-5-jpg-1.jpeg","","1","5","Adult","Resting","","","","","","","","","","","","",""
"https://www.anecdata.org/posts/view/264686","264686","610205","dunja","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",42.476454,-71.120462,"true","","","2024-06-13 09:56:26+0000","United States","Middlesex County","Massachusetts","Malden","`02148","","Incidental","","No","","Quercus ilicifolia (bear oak)","Fruiting // Mature leaf","Beetles","/img/uploads/posts/2024-06-13/_apu_2024-06-13_666b124306aab_apu_2024-06-13_1718287169_photo-1-jpg-1-jpeg.jpeg","Harmonia axyridis","1","6","Adult","Moving","Reviewed (CO): Set arthropod to sp from text input","","","","","","","","","","","",""
